Subject	Object
MONDO:0033560	EFO:0000508
MONDO:0033561	EFO:0000508
MONDO:0033562	MONDO:0019117
MONDO:0033562	MONDO:0700092
MONDO:0033563	MONDO:0019200
MONDO:0033564	MONDO:0014769
MONDO:0033565	MONDO:0014769
MONDO:0033566	MONDO:0000732
MONDO:0033569	EFO:0000508
MONDO:0033570	EFO:0000508
MONDO:0033572	EFO:0000508
MONDO:0033613	MONDO:0016215
MONDO:0033613	MONDO:0700092
MONDO:0033614	MONDO:0019064
MONDO:0033615	MONDO:0018151
MONDO:0033618	EFO:0000508
MONDO:0033619	EFO:0000508
MONDO:0033620	MONDO:0018943
MONDO:0033621	EFO:0000508
MONDO:0033622	EFO:0000279
MONDO:0033635	MONDO:0033885
MONDO:0033636	MONDO:0033885
MONDO:0033637	MONDO:0033885
MONDO:0033638	MONDO:0033885
MONDO:0033639	MONDO:0033885
MONDO:0033645	MONDO:0033885
MONDO:0033646	MONDO:0033885
MONDO:0033649	MONDO:0033885
MONDO:0033650	MONDO:0033885
MONDO:0033651	MONDO:0033885
MONDO:0033652	MONDO:0033885
MONDO:0033653	MONDO:0033885
MONDO:0033654	MONDO:0033885
MONDO:0033655	MONDO:0033885
MONDO:0033656	MONDO:0033885
MONDO:0033683	EFO:0003820
MONDO:0033683	MONDO:0009332
MONDO:0033683	MONDO:0015159
MONDO:0033683	MONDO:0015708
MONDO:0033683	MONDO:0018454
MONDO:0033683	MONDO:0019054
MONDO:0033683	MONDO:0019453
MONDO:0033683	MONDO:0023603
MONDO:0033683	MONDO:0043005
MONDO:0033864	EFO:0004280
MONDO:0033864	MONDO:0015368
MONDO:0033864	MONDO:0019117
MONDO:0033885	MONDO:0000066
MONDO:0033946	MONDO:0019623
MONDO:0033946	MONDO:0027749
MONDO:0033947	MONDO:0019623
MONDO:0034022	MONDO:0008029
MONDO:0034022	MONDO:0020066
MONDO:0034024	MONDO:0020066
MONDO:0034103	MONDO:0001549
MONDO:0034103	MONDO:0021669
MONDO:0034145	EFO:0003900
MONDO:0034145	MONDO:0002320
MONDO:0034145	MONDO:0015159
MONDO:0034145	MONDO:0019589
MONDO:0034145	MONDO:0020225
MONDO:0034145	MONDO:0043005
MONDO:0034204	MONDO:0002254
MONDO:0034204	MONDO:0015170
MONDO:0034204	MONDO:0019126
MONDO:0034217	MONDO:0001328
MONDO:0034976	MONDO:0018686
MONDO:0034976	MONDO:0043544
MONDO:0035290	MONDO:0016244
MONDO:0035737	MONDO:0020586
MONDO:0035737	MONDO:0020599
MONDO:0035738	MONDO:0002244
MONDO:0035738	MONDO:0020599
MONDO:0035740	MONDO:0019139
MONDO:0035740	MONDO:0020587
MONDO:0036484	MONDO:0018778
MONDO:0036511	EFO:1000654
MONDO:0036511	MONDO:0002367
MONDO:0036511	MONDO:0002730
MONDO:0036591	EFO:0003850
MONDO:0036591	MONDO:0002816
MONDO:0036688	MONDO:0003061
MONDO:0036696	EFO:0008549
MONDO:0036696	EFO:0009002
MONDO:0036696	MONDO:0002334
MONDO:0036870	EFO:0004264
MONDO:0036870	EFO:0007352
MONDO:0036870	MONDO:0024296
MONDO:0036976	EFO:0002422
MONDO:0036976	EFO:0006858
MONDO:0037003	EFO:0000653
MONDO:0037003	EFO:1000356
MONDO:0037254	EFO:0006858
MONDO:0037255	MONDO:0002229
MONDO:0037255	MONDO:0037256
MONDO:0037256	MONDO:0024276
MONDO:0037735	EFO:1001172
MONDO:0037735	MONDO:0002898
MONDO:0037736	EFO:0003833
MONDO:0037737	EFO:1001100
MONDO:0037737	MONDO:0016238
MONDO:0037743	EFO:0007362
MONDO:0037743	MONDO:0003512
MONDO:0037743	MONDO:0024637
MONDO:0037745	EFO:1000541
MONDO:0037746	EFO:1000356
MONDO:0037746	MONDO:0001402
MONDO:0037747	EFO:0000546
MONDO:0037747	MONDO:0000812
MONDO:0037748	EFO:0000589
MONDO:0037792	EFO:0000589
MONDO:0037807	MONDO:0037792
MONDO:0037821	EFO:0000589
MONDO:0037829	EFO:0000589
MONDO:0037858	MONDO:0000688
MONDO:0037858	MONDO:0002525
MONDO:0037870	MONDO:0037871
MONDO:0037871	MONDO:0045022
MONDO:0037872	MONDO:0021678
MONDO:0037937	EFO:0000589
MONDO:0037938	MONDO:0004736
MONDO:0037939	MONDO:0037821
MONDO:0037940	EFO:1001455
MONDO:0037940	MONDO:0019117
MONDO:0040500	MONDO:0002320
MONDO:0040500	MONDO:0002525
MONDO:0040500	MONDO:0015286
MONDO:0040500	MONDO:0019502
MONDO:0040500	MONDO:0024321
MONDO:0040566	MONDO:0019241
MONDO:0040566	MONDO:0056803
MONDO:0040653	EFO:1000017
MONDO:0040653	MONDO:0017304
MONDO:0040675	EFO:1000255
MONDO:0040677	EFO:0000313
MONDO:0040678	EFO:1000363
MONDO:0040678	MONDO:0024337
MONDO:0040678	MONDO:0040677
MONDO:0040732	EFO:0001076
MONDO:0040998	EFO:0007424
MONDO:0041052	MONDO:0021677
MONDO:0041086	EFO:0006788
MONDO:0041086	MONDO:0002050
MONDO:0041161	MONDO:0000931
MONDO:0041182	EFO:1000752
MONDO:0041261	EFO:0000589
MONDO:0041447	MONDO:0024880
MONDO:0041806	MONDO:0018076
MONDO:0041825	EFO:1000831
MONDO:0041825	MONDO:0021678
MONDO:0041850	EFO:1001272
MONDO:0041850	MONDO:0021678
MONDO:0042233	MONDO:0002026
MONDO:0042233	MONDO:0045033
MONDO:0042484	EFO:0007494
MONDO:0042484	MONDO:0000256
MONDO:0042485	EFO:0005741
MONDO:0042485	EFO:0005856
MONDO:0042487	EFO:0001061
MONDO:0042487	MONDO:0004710
MONDO:0042488	EFO:1001342
MONDO:0042489	BFO:0000019
MONDO:0042493	EFO:0005952
MONDO:0042493	MONDO:0001059
MONDO:0042966	EFO:0000508
MONDO:0042966	EFO:0009557
MONDO:0042968	MONDO:0000762
MONDO:0042968	MONDO:0700019
MONDO:0042973	EFO:0000508
MONDO:0042973	MONDO:0002933
MONDO:0042976	MONDO:0024298
MONDO:0042979	MONDO:0008223
MONDO:0042982	MONDO:0021094
MONDO:0042983	EFO:0000618
MONDO:0043003	EFO:1000660
MONDO:0043003	MONDO:0024255
MONDO:0043005	EFO:0000508
MONDO:0043005	MONDO:0019042
MONDO:0043007	MONDO:0000508
MONDO:0043007	MONDO:0002320
MONDO:0043007	MONDO:0015160
MONDO:0043007	MONDO:0019117
MONDO:0043007	MONDO:0043005
MONDO:0043008	MONDO:0015161
MONDO:0043008	MONDO:0043005
MONDO:0043009	MONDO:0018731
MONDO:0043009	MONDO:0043005
MONDO:0043209	MONDO:0004736
MONDO:0043218	EFO:0000618
MONDO:0043218	EFO:0004264
MONDO:0043224	EFO:0004718
MONDO:0043224	MONDO:0002679
MONDO:0043237	MONDO:0001165
MONDO:0043237	MONDO:0700057
MONDO:0043243	MONDO:0021074
MONDO:0043364	EFO:1000017
MONDO:0043364	MONDO:0004805
MONDO:0043424	EFO:0000405
MONDO:0043424	EFO:0005741
MONDO:0043452	MONDO:0700015
MONDO:0043452	MONDO:0700065
MONDO:0043510	EFO:0005774
MONDO:0043510	EFO:0009490
MONDO:0043543	EFO:0000408
MONDO:0043544	EFO:0005741
MONDO:0043544	MONDO:0043543
MONDO:0043579	EFO:1001463
MONDO:0043579	MONDO:0024635
MONDO:0043765	EFO:0004238
MONDO:0043768	EFO:0000540
MONDO:0043768	MONDO:0002245
MONDO:0043768	MONDO:0002610
MONDO:0043768	MONDO:0019737
MONDO:0043771	EFO:0009565
MONDO:0043771	MONDO:0002406
MONDO:0043786	EFO:0009903
MONDO:0043839	EFO:0000546
MONDO:0043878	MONDO:0001084
MONDO:0043878	MONDO:0024237
MONDO:0043885	EFO:0003966
MONDO:0043885	EFO:0005741
MONDO:0043953	MONDO:0021678
MONDO:0044001	EFO:0004238
MONDO:0044200	MONDO:0015974
MONDO:0044201	MONDO:0015974
MONDO:0044202	MONDO:0015427
MONDO:0044203	EFO:0000508
MONDO:0044206	MONDO:0008975
MONDO:0044209	MONDO:0003832
MONDO:0044209	MONDO:0015135
MONDO:0044211	EFO:0005531
MONDO:0044211	MONDO:0700007
MONDO:0044302	EFO:0000508
MONDO:0044303	EFO:0000508
MONDO:0044304	EFO:1000017
MONDO:0044304	MONDO:0017756
MONDO:0044304	MONDO:0018329
MONDO:0044304	MONDO:0019058
MONDO:0044306	MONDO:0000508
MONDO:0044306	MONDO:0015653
MONDO:0044306	MONDO:0019117
MONDO:0044306	MONDO:0020225
MONDO:0044306	MONDO:0700092
MONDO:0044312	EFO:0000508
MONDO:0044316	EFO:0000508
MONDO:0044318	MONDO:0000508
MONDO:0044318	MONDO:0700092
MONDO:0044319	MONDO:0000508
MONDO:0044319	MONDO:0002320
MONDO:0044319	MONDO:0015159
MONDO:0044319	MONDO:0015653
MONDO:0044322	MONDO:0000508
MONDO:0044324	MONDO:0000508
MONDO:0044325	MONDO:0019391
MONDO:0044326	MONDO:0000508
MONDO:0044326	MONDO:0700092
MONDO:0044327	MONDO:0000447
MONDO:0044331	EFO:0000508
MONDO:0044331	MONDO:0016556
MONDO:0044334	EFO:0000616
MONDO:0044335	EFO:1000541
MONDO:0044335	MONDO:0000654
MONDO:0044347	EFO:0005803
MONDO:0044348	MONDO:0044347
MONDO:0044349	MONDO:0044348
MONDO:0044626	EFO:0008560
MONDO:0044635	MONDO:0018795
MONDO:0044635	MONDO:0019589
MONDO:0044655	MONDO:0000508
MONDO:0044655	MONDO:0016387
MONDO:0044655	MONDO:0018609
MONDO:0044655	MONDO:0019058
MONDO:0044660	MONDO:0016072
MONDO:0044685	EFO:0003966
MONDO:0044699	MONDO:0000508
MONDO:0044699	MONDO:0002320
MONDO:0044699	MONDO:0015159
MONDO:0044699	MONDO:0019117
MONDO:0044699	MONDO:0043005
MONDO:0044704	EFO:1001965
MONDO:0044704	MONDO:0044926
MONDO:0044705	EFO:0000181
MONDO:0044705	MONDO:0000380
MONDO:0044705	MONDO:0000514
MONDO:0044710	EFO:0000181
MONDO:0044710	MONDO:0023644
MONDO:0044710	MONDO:0024623
MONDO:0044714	EFO:0009671
MONDO:0044714	MONDO:0009637
MONDO:0044714	MONDO:0016803
MONDO:0044718	MONDO:0019046
MONDO:0044724	MONDO:0000508
MONDO:0044724	MONDO:0017359
MONDO:0044724	MONDO:0019058
MONDO:0044724	MONDO:0019213
MONDO:0044725	MONDO:0021094
MONDO:0044727	EFO:0002618
MONDO:0044727	EFO:1000219
MONDO:0044738	MONDO:0000508
MONDO:0044738	MONDO:0002320
MONDO:0044738	MONDO:0015159
MONDO:0044743	MONDO:0004669
MONDO:0044743	MONDO:0021368
MONDO:0044744	EFO:0009314
MONDO:0044746	EFO:0000771
MONDO:0044746	MONDO:0025481
MONDO:0044750	EFO:0007150
MONDO:0044751	MONDO:0001673
MONDO:0044765	EFO:0004255
MONDO:0044782	EFO:0009544
MONDO:0044782	MONDO:0043839
MONDO:0044784	MONDO:0044335
MONDO:0044785	EFO:0000389
MONDO:0044785	EFO:1000546
MONDO:0044785	MONDO:0020663
MONDO:0044787	EFO:0000181
MONDO:0044787	MONDO:0056819
MONDO:0044791	MONDO:0018536
MONDO:0044792	EFO:0009675
MONDO:0044792	MONDO:0015950
MONDO:0044793	MONDO:0044794
MONDO:0044794	EFO:0009675
MONDO:0044807	MONDO:0003441
MONDO:0044807	MONDO:0019117
MONDO:0044877	MONDO:0018215
MONDO:0044877	MONDO:0022687
MONDO:0044881	MONDO:0002334
MONDO:0044887	EFO:1000157
MONDO:0044887	EFO:1001938
MONDO:0044889	EFO:0000403
MONDO:0044903	MONDO:0003225
MONDO:0044915	EFO:1000210
MONDO:0044915	MONDO:0000521
MONDO:0044916	EFO:0005701
MONDO:0044916	EFO:1000654
MONDO:0044917	MONDO:0000873
MONDO:0044917	MONDO:0003537
MONDO:0044917	MONDO:0015760
MONDO:0044919	MONDO:0002367
MONDO:0044919	MONDO:0003719
MONDO:0044925	EFO:0005570
MONDO:0044925	EFO:1000218
MONDO:0044925	MONDO:0023644
MONDO:0044926	EFO:1001931
MONDO:0044926	MONDO:0002038
MONDO:0044926	MONDO:0021345
MONDO:0044937	EFO:1000657
MONDO:0044937	EFO:1001951
MONDO:0044937	MONDO:0024476
MONDO:0044964	MONDO:0003036
MONDO:0044964	MONDO:0044925
MONDO:0044965	owl:Thing
MONDO:0044970	EFO:0000408
MONDO:0044972	MONDO:0004805
MONDO:0044983	MONDO:0000654
MONDO:0044983	MONDO:0021354
MONDO:0044986	EFO:0000540
MONDO:0044987	MONDO:0005042
MONDO:0044991	EFO:0000408
MONDO:0044992	EFO:1001047
MONDO:0044993	EFO:0009532
MONDO:0044995	EFO:0009532
MONDO:0044996	EFO:0005774
MONDO:0044999	MONDO:0005042
MONDO:0045001	EFO:0003777
MONDO:0045002	MONDO:0000812
MONDO:0045003	EFO:0009555
MONDO:0045008	MONDO:0019256
MONDO:0045010	MONDO:0019052
MONDO:0045011	EFO:0010285
MONDO:0045011	MONDO:0021147
MONDO:0045012	EFO:0000589
MONDO:0045014	MONDO:0017306
MONDO:0045015	MONDO:0037792
MONDO:0045016	MONDO:0045008
MONDO:0045017	MONDO:0019240
MONDO:0045017	MONDO:0045008
MONDO:0045018	MONDO:0037871
MONDO:0045020	MONDO:0037871
MONDO:0045022	EFO:0000589
MONDO:0045023	EFO:1000639
MONDO:0045023	MONDO:0015898
MONDO:0045024	EFO:0000408
MONDO:0045028	owl:Thing
MONDO:0045032	MONDO:0000824
MONDO:0045033	MONDO:0000256
MONDO:0045033	MONDO:0002312
MONDO:0045034	EFO:0009813
MONDO:0045035	MONDO:0045034
MONDO:0045036	MONDO:0045034
MONDO:0045040	EFO:0009813
MONDO:0045042	MONDO:0045040
MONDO:0045043	MONDO:0045044
MONDO:0045044	EFO:0009676
MONDO:0045046	EFO:1000627
MONDO:0045046	MONDO:0019052
MONDO:0045048	MONDO:0024664
MONDO:0045050	MONDO:0005129
MONDO:0045054	MONDO:0045024
MONDO:0045056	MONDO:0016642
MONDO:0045058	MONDO:0017611
MONDO:0045063	EFO:1000344
MONDO:0045063	MONDO:0003175
MONDO:0045068	EFO:1000379
MONDO:0045068	MONDO:0003175
MONDO:0045069	MONDO:0000521
MONDO:0045069	MONDO:0021316
MONDO:0045070	EFO:1000397
MONDO:0045070	MONDO:0002516
MONDO:0045070	MONDO:0021069
MONDO:0045070	MONDO:0024503
MONDO:0045072	MONDO:0021058
MONDO:0049221	EFO:0000508
MONDO:0049221	MONDO:0004892
MONDO:0054559	EFO:0005546
MONDO:0054559	MONDO:0002320
MONDO:0054559	MONDO:0017750
MONDO:0054559	MONDO:0019058
MONDO:0054565	MONDO:0018770
MONDO:0054591	MONDO:0002254
MONDO:0054591	MONDO:0700092
MONDO:0054636	MONDO:0002254
MONDO:0054636	MONDO:0015159
MONDO:0054691	MONDO:0015517
MONDO:0054695	MONDO:0018947
MONDO:0054699	MONDO:0009726
MONDO:0054700	MONDO:0009726
MONDO:0054701	MONDO:0012455
MONDO:0054732	EFO:0000279
MONDO:0054733	EFO:0000279
MONDO:0054741	MONDO:0000732
MONDO:0054742	MONDO:0000732
MONDO:0054743	MONDO:0000447
MONDO:0054748	MONDO:0019391
MONDO:0054750	EFO:0001356
MONDO:0054754	MONDO:0000166
MONDO:0054764	MONDO:0018307
MONDO:0054781	MONDO:0000732
MONDO:0054782	MONDO:0019046
MONDO:0054785	MONDO:0017338
MONDO:0054794	MONDO:0016349
MONDO:0054801	MONDO:0001115
MONDO:0054813	EFO:1000017
MONDO:0054813	MONDO:0020066
MONDO:0054817	MONDO:0019046
MONDO:0054833	MONDO:0000426
MONDO:0054833	MONDO:0018993
MONDO:0054837	MONDO:0015802
MONDO:0054842	EFO:1001496
MONDO:0054845	MONDO:0100062
MONDO:0054852	MONDO:0019347
MONDO:0054860	MONDO:0019588
MONDO:0054865	MONDO:0016387
MONDO:0054865	MONDO:0019058
MONDO:0054865	MONDO:0100276
MONDO:0056797	MONDO:0000508
MONDO:0056797	MONDO:0019117
MONDO:0056797	MONDO:0700092
MONDO:0056799	EFO:0009676
MONDO:0056802	MONDO:0056799
MONDO:0056803	EFO:0009556
MONDO:0056804	EFO:0002431
MONDO:0056804	MONDO:0000628
MONDO:0056806	EFO:0000708
MONDO:0056806	EFO:0003060
MONDO:0056815	EFO:1000073
MONDO:0056815	MONDO:0018534
MONDO:0056819	MONDO:0002038
MONDO:0056819	MONDO:0056820
MONDO:0056820	EFO:0005950
MONDO:0060457	EFO:0000508
MONDO:0060490	MONDO:0019117
MONDO:0060490	MONDO:0700092
MONDO:0060491	MONDO:0019117
MONDO:0060491	MONDO:0700092
MONDO:0060502	MONDO:0002320
MONDO:0060502	MONDO:0015159
MONDO:0060502	MONDO:0018609
MONDO:0060502	MONDO:0019117
MONDO:0060502	MONDO:0043005
MONDO:0060502	MONDO:0700092
MONDO:0060507	EFO:0000508
MONDO:0060510	EFO:0000508
MONDO:0060527	EFO:0000508
MONDO:0060532	EFO:0000508
MONDO:0060533	EFO:0000508
MONDO:0060549	EFO:0000508
MONDO:0060551	EFO:0000508
MONDO:0060554	MONDO:0020831
MONDO:0060555	MONDO:0020831
MONDO:0060556	EFO:1000017
MONDO:0060556	MONDO:0019755
MONDO:0060577	MONDO:0019117
MONDO:0060577	MONDO:0700092
MONDO:0060578	MONDO:0019117
MONDO:0060578	MONDO:0700092
MONDO:0060582	EFO:1000017
MONDO:0060582	MONDO:0018609
MONDO:0060582	MONDO:0019058
MONDO:0060582	MONDO:0019589
MONDO:0060582	MONDO:0044970
MONDO:0060583	EFO:0000508
MONDO:0060589	EFO:0000508
MONDO:0060591	EFO:0000508
MONDO:0060593	owl:Thing
MONDO:0060596	MONDO:0019117
MONDO:0060596	MONDO:0700092
MONDO:0060611	EFO:0000508
MONDO:0060622	MONDO:0019117
MONDO:0060622	MONDO:0700092
MONDO:0060624	MONDO:0019117
MONDO:0060624	MONDO:0700092
MONDO:0060627	EFO:1000017
MONDO:0060627	MONDO:0002320
MONDO:0060627	MONDO:0002525
MONDO:0060627	MONDO:0015159
MONDO:0060627	MONDO:0015286
MONDO:0060627	MONDO:0015327
MONDO:0060627	MONDO:0019117
MONDO:0060627	MONDO:0020022
MONDO:0060627	MONDO:0024321
MONDO:0060627	MONDO:0043005
MONDO:0060631	EFO:0000508
MONDO:0060631	MONDO:0002254
MONDO:0060640	MONDO:0019117
MONDO:0060640	MONDO:0700092
MONDO:0060641	MONDO:0019117
MONDO:0060641	MONDO:0700092
MONDO:0060642	MONDO:0019117
MONDO:0060642	MONDO:0700092
MONDO:0060649	owl:Thing
MONDO:0060650	MONDO:0018998
MONDO:0060663	EFO:0000508
MONDO:0060663	MONDO:0000119
MONDO:0060664	MONDO:0019117
MONDO:0060664	MONDO:0700092
MONDO:0060666	EFO:0000508
MONDO:0060702	EFO:0000508
MONDO:0060702	MONDO:0016761
MONDO:0060704	MONDO:0019117
MONDO:0060704	MONDO:0700092
MONDO:0060707	EFO:0000508
MONDO:0060707	MONDO:0002254
MONDO:0060711	EFO:0000508
MONDO:0060711	MONDO:0002254
MONDO:0060712	owl:Thing
MONDO:0060713	EFO:0000508
MONDO:0060720	MONDO:0015286
MONDO:0060722	owl:Thing
MONDO:0060724	MONDO:0002525
MONDO:0060724	MONDO:0015286
MONDO:0060724	MONDO:0024321
MONDO:0060729	MONDO:0019263
MONDO:0060733	EFO:0000508
MONDO:0060745	EFO:0000508
MONDO:0060752	MONDO:0019117
MONDO:0060752	MONDO:0700092
MONDO:0060758	MONDO:0014776
MONDO:0060759	MONDO:0002254
MONDO:0060759	MONDO:0019117
MONDO:0060759	MONDO:0700092
MONDO:0060760	MONDO:0000508
MONDO:0060760	MONDO:0019117
MONDO:0060761	MONDO:0019117
MONDO:0060761	MONDO:0700092
MONDO:0060763	MONDO:0000508
MONDO:0060763	MONDO:0019117
MONDO:0060763	MONDO:0700120
MONDO:0060765	EFO:0000662
MONDO:0060766	EFO:0009660
MONDO:0060766	MONDO:0021398
MONDO:0060766	MONDO:0024292
MONDO:0060779	MONDO:0001083
MONDO:0100000	MONDO:0020119
MONDO:0100016	MONDO:0018303
MONDO:0100017	EFO:1000697
MONDO:0100017	MONDO:0019270
MONDO:0100022	MONDO:0015650
MONDO:0100030	MONDO:0015650
MONDO:0100033	EFO:0000474
MONDO:0100035	EFO:0000474
MONDO:0100036	EFO:0000474
MONDO:0100038	MONDO:0700092
MONDO:0100039	MONDO:0000594
MONDO:0100039	MONDO:0017656
MONDO:0100039	MONDO:0020119
MONDO:0100039	MONDO:0100148
MONDO:0100040	MONDO:0000508
MONDO:0100040	MONDO:0000594
MONDO:0100040	MONDO:0015653
MONDO:0100040	MONDO:0019117
MONDO:0100053	EFO:1002003
MONDO:0100054	MONDO:0100053
MONDO:0100054	MONDO:0700007
MONDO:0100058	MONDO:0019242
MONDO:0100061	MONDO:0020127
MONDO:0100062	EFO:0005917
MONDO:0100062	MONDO:0002320
MONDO:0100062	MONDO:0002525
MONDO:0100062	MONDO:0015286
MONDO:0100062	MONDO:0024321
MONDO:0100062	MONDO:0100022
MONDO:0100062	MONDO:0100038
MONDO:0100064	MONDO:0019058
MONDO:0100064	MONDO:0019219
MONDO:0100069	MONDO:0019589
MONDO:0100070	EFO:0000618
MONDO:0100070	EFO:0001379
MONDO:0100080	MONDO:0002254
MONDO:0100083	MONDO:0011071
MONDO:0100084	MONDO:0002320
MONDO:0100084	MONDO:0016139
MONDO:0100084	MONDO:0019952
MONDO:0100087	MONDO:0004975
MONDO:0100089	EFO:0000508
MONDO:0100089	EFO:0005803
MONDO:0100091	EFO:0000508
MONDO:0100091	MONDO:0024308
MONDO:0100095	EFO:1000017
MONDO:0100095	MONDO:0024237
MONDO:0100096	MONDO:0020753
MONDO:0100096	MONDO:0100318
MONDO:0100100	EFO:0000508
MONDO:0100100	MONDO:0019952
MONDO:0100101	MONDO:0008824
MONDO:0100108	MONDO:0002320
MONDO:0100108	MONDO:0017303
MONDO:0100108	MONDO:0019952
MONDO:0100112	MONDO:0017986
MONDO:0100112	MONDO:0019233
MONDO:0100112	MONDO:0100372
MONDO:0100114	EFO:0001365
MONDO:0100116	EFO:0000684
MONDO:0100116	MONDO:0020753
MONDO:0100120	EFO:0005741
MONDO:0100121	EFO:1000017
MONDO:0100121	MONDO:0019952
MONDO:0100124	MONDO:0020119
MONDO:0100126	MONDO:0017355
MONDO:0100126	MONDO:0017356
MONDO:0100130	EFO:1000637
MONDO:0100131	EFO:1000637
MONDO:0100133	MONDO:0000066
MONDO:0100137	MONDO:0019303
MONDO:0100139	owl:Thing
MONDO:0100140	owl:Thing
MONDO:0100141	owl:Thing
MONDO:0100142	owl:Thing
MONDO:0100143	owl:Thing
MONDO:0100146	MONDO:0020119
MONDO:0100147	MONDO:0000508
MONDO:0100147	MONDO:0019117
MONDO:0100148	MONDO:0000425
MONDO:0100148	MONDO:0019117
MONDO:0100148	MONDO:0100038
MONDO:0100150	EFO:0000508
MONDO:0100150	MONDO:0019952
MONDO:0100152	MONDO:0015780
MONDO:0100157	EFO:1000017
MONDO:0100157	MONDO:0009853
MONDO:0100164	MONDO:0016391
MONDO:0100164	MONDO:0019052
MONDO:0100172	EFO:0005548
MONDO:0100172	MONDO:0000426
MONDO:0100172	MONDO:0019117
MONDO:0100175	MONDO:0002320
MONDO:0100175	MONDO:0016191
MONDO:0100175	MONDO:0019952
MONDO:0100176	EFO:0000508
MONDO:0100184	MONDO:0045014
MONDO:0100186	MONDO:0016543
MONDO:0100186	MONDO:0100184
MONDO:0100189	MONDO:0017773
MONDO:0100189	MONDO:0019052
MONDO:0100194	EFO:0003882
MONDO:0100194	EFO:0009682
MONDO:0100195	MONDO:0020119
MONDO:0100196	MONDO:0002320
MONDO:0100196	MONDO:0017303
MONDO:0100196	MONDO:0019952
MONDO:0100210	EFO:0000508
MONDO:0100210	MONDO:0015892
MONDO:0100211	EFO:1000017
MONDO:0100211	MONDO:0015823
MONDO:0100211	MONDO:0100210
MONDO:0100212	MONDO:0017263
MONDO:0100213	MONDO:0017269
MONDO:0100213	MONDO:0020605
MONDO:0100213	MONDO:0100212
MONDO:0100214	MONDO:0019117
MONDO:0100215	EFO:1000017
MONDO:0100215	MONDO:0100214
MONDO:0100218	MONDO:0015168
MONDO:0100219	MONDO:0100210
MONDO:0100220	MONDO:0100214
MONDO:0100221	MONDO:0100212
MONDO:0100223	MONDO:0100133
MONDO:0100225	MONDO:0016139
MONDO:0100228	MONDO:0016149
MONDO:0100228	MONDO:0020121
MONDO:0100229	owl:Thing
MONDO:0100232	MONDO:0020573
MONDO:0100234	EFO:0004287
MONDO:0100237	MONDO:0016175
MONDO:0100237	MONDO:0024255
MONDO:0100238	MONDO:0001083
MONDO:0100238	MONDO:0015962
MONDO:0100239	EFO:0000508
MONDO:0100239	EFO:0004707
MONDO:0100240	EFO:0009315
MONDO:0100240	MONDO:0021181
MONDO:0100241	EFO:0000508
MONDO:0100241	MONDO:0002245
MONDO:0100242	MONDO:0020573
MONDO:0100245	owl:Thing
MONDO:0100246	MONDO:0020573
MONDO:0100247	MONDO:0015159
MONDO:0100247	MONDO:0043005
MONDO:0100249	EFO:0004248
MONDO:0100249	MONDO:0002145
MONDO:0100253	EFO:1000017
MONDO:0100253	MONDO:0002254
MONDO:0100255	MONDO:0000351
MONDO:0100255	MONDO:0019058
MONDO:0100255	MONDO:0019213
MONDO:0100255	MONDO:0019502
MONDO:0100257	MONDO:0019053
MONDO:0100258	MONDO:0100277
MONDO:0100259	MONDO:0019609
MONDO:0100263	MONDO:0019609
MONDO:0100264	MONDO:0019609
MONDO:0100265	MONDO:0004884
MONDO:0100265	MONDO:0015776
MONDO:0100265	MONDO:0015905
MONDO:0100265	MONDO:0100322
MONDO:0100266	MONDO:0019609
MONDO:0100272	MONDO:0100322
MONDO:0100273	MONDO:0017986
MONDO:0100274	MONDO:0017986
MONDO:0100275	MONDO:0017986
MONDO:0100276	MONDO:0019053
MONDO:0100277	MONDO:0100257
MONDO:0100278	MONDO:0017703
MONDO:0100283	MONDO:0015330
MONDO:0100283	MONDO:0020022
MONDO:0100284	EFO:0005548
MONDO:0100284	MONDO:0000425
MONDO:0100284	MONDO:0019117
MONDO:0100289	MONDO:0020248
MONDO:0100294	MONDO:0016805
MONDO:0100294	MONDO:0031230
MONDO:0100296	MONDO:0031421
MONDO:0100306	MONDO:0100257
MONDO:0100308	EFO:0000618
MONDO:0100310	EFO:0009671
MONDO:0100310	MONDO:0000437
MONDO:0100318	MONDO:0100321
MONDO:0100320	MONDO:0021674
MONDO:0100320	MONDO:0100318
MONDO:0100321	MONDO:0100336
MONDO:0100322	MONDO:0019234
MONDO:0100325	MONDO:0031169
MONDO:0100326	MONDO:0000009
MONDO:0100326	MONDO:0021181
MONDO:0100327	MONDO:0019218
MONDO:0100328	EFO:0000508
MONDO:0100329	EFO:0000763
MONDO:0100330	EFO:0000763
MONDO:0100336	EFO:0000408
MONDO:0100337	EFO:0000508
MONDO:0100339	MONDO:0015368
MONDO:0100339	MONDO:0019058
MONDO:0100339	MONDO:0020046
MONDO:0100339	MONDO:0024573
MONDO:0100342	EFO:0000326
MONDO:0100342	EFO:0005543
MONDO:0100342	MONDO:0020665
MONDO:0100343	MONDO:0015231
MONDO:0100348	MONDO:0019117
MONDO:0100348	MONDO:0700092
MONDO:0100349	EFO:0000508
MONDO:0100350	MONDO:0000075
MONDO:0100352	MONDO:0044202
MONDO:0100354	MONDO:0025986
MONDO:0100355	EFO:0009813
MONDO:0100357	MONDO:0100355
MONDO:0100358	MONDO:0019287
MONDO:0100365	MONDO:0019052
MONDO:0100366	EFO:0000408
MONDO:0100369	EFO:0009813
MONDO:0100372	MONDO:0100257
