IRI	Direct	Inherited
http://purl.obolibrary.org/obo/PR_000003174	0	0
http://purl.obolibrary.org/obo/PR_000003179	0	0
http://purl.obolibrary.org/obo/PR_000003180	0	0
http://purl.obolibrary.org/obo/PR_000003192	0	0
http://purl.obolibrary.org/obo/PR_000003220	0	0
http://purl.obolibrary.org/obo/PR_000003244	0	0
http://purl.obolibrary.org/obo/PR_000003264	0	0
http://purl.obolibrary.org/obo/PR_000003266	0	0
http://purl.obolibrary.org/obo/PR_000003282	0	0
http://purl.obolibrary.org/obo/PR_000003286	0	0
http://purl.obolibrary.org/obo/PR_000003289	0	0
http://purl.obolibrary.org/obo/PR_000003291	0	0
http://purl.obolibrary.org/obo/PR_000003293	0	0
http://purl.obolibrary.org/obo/PR_000003294	0	0
http://purl.obolibrary.org/obo/PR_000003302	0	0
http://purl.obolibrary.org/obo/PR_000003324	0	0
http://purl.obolibrary.org/obo/PR_000003328	0	0
http://purl.obolibrary.org/obo/PR_000003345	0	0
http://purl.obolibrary.org/obo/PR_000003353	0	0
http://purl.obolibrary.org/obo/PR_000003357	0	0
http://purl.obolibrary.org/obo/PR_000003389	0	0
http://purl.obolibrary.org/obo/PR_000003390	0	0
http://purl.obolibrary.org/obo/PR_000003410	0	0
http://purl.obolibrary.org/obo/PR_000003418	0	0
http://purl.obolibrary.org/obo/PR_000003428	0	0
http://purl.obolibrary.org/obo/PR_000003446	0	0
http://purl.obolibrary.org/obo/PR_000003457	0	0
http://purl.obolibrary.org/obo/PR_000003472	0	0
http://purl.obolibrary.org/obo/PR_000003511	0	0
http://purl.obolibrary.org/obo/PR_000003512	0	0
http://purl.obolibrary.org/obo/PR_000003513	0	0
http://purl.obolibrary.org/obo/PR_000003516	0	0
http://purl.obolibrary.org/obo/PR_000003517	0	0
http://purl.obolibrary.org/obo/PR_000003519	0	0
http://purl.obolibrary.org/obo/PR_000003525	0	0
http://purl.obolibrary.org/obo/PR_000003529	0	0
http://purl.obolibrary.org/obo/PR_000003531	0	0
http://purl.obolibrary.org/obo/PR_000003562	0	0
http://purl.obolibrary.org/obo/PR_000003574	0	0
http://purl.obolibrary.org/obo/PR_000003575	0	0
http://purl.obolibrary.org/obo/PR_000003577	0	0
http://purl.obolibrary.org/obo/PR_000003580	0	0
http://purl.obolibrary.org/obo/PR_000003586	0	0
http://purl.obolibrary.org/obo/PR_000003587	0	0
http://purl.obolibrary.org/obo/PR_000003588	0	0
http://purl.obolibrary.org/obo/PR_000003589	0	0
http://purl.obolibrary.org/obo/PR_000003594	0	0
http://purl.obolibrary.org/obo/PR_000003598	0	0
http://purl.obolibrary.org/obo/PR_000003600	0	0
http://purl.obolibrary.org/obo/PR_000003601	0	0
http://purl.obolibrary.org/obo/PR_000003602	0	0
http://purl.obolibrary.org/obo/PR_000003603	0	0
http://purl.obolibrary.org/obo/PR_000003604	0	0
http://purl.obolibrary.org/obo/PR_000003605	0	0
http://purl.obolibrary.org/obo/PR_000003608	0	0
http://purl.obolibrary.org/obo/PR_000003611	0	0
http://purl.obolibrary.org/obo/PR_000003613	0	0
http://purl.obolibrary.org/obo/PR_000003617	0	0
http://purl.obolibrary.org/obo/PR_000003626	0	0
http://purl.obolibrary.org/obo/PR_000003628	0	0
http://purl.obolibrary.org/obo/PR_000003631	0	0
http://purl.obolibrary.org/obo/PR_000003635	0	0
http://purl.obolibrary.org/obo/PR_000003640	0	0
http://purl.obolibrary.org/obo/PR_000003642	0	0
http://purl.obolibrary.org/obo/PR_000003648	0	0
http://purl.obolibrary.org/obo/PR_000003649	0	0
http://purl.obolibrary.org/obo/PR_000003650	0	0
http://purl.obolibrary.org/obo/PR_000003654	0	0
http://purl.obolibrary.org/obo/PR_000003657	0	0
http://purl.obolibrary.org/obo/PR_000003672	0	0
http://purl.obolibrary.org/obo/PR_000003688	0	0
http://purl.obolibrary.org/obo/PR_000003689	0	0
http://purl.obolibrary.org/obo/PR_000003691	0	0
http://purl.obolibrary.org/obo/PR_000003704	0	0
http://purl.obolibrary.org/obo/PR_000003705	0	0
http://purl.obolibrary.org/obo/PR_000003706	0	0
http://purl.obolibrary.org/obo/PR_000003710	0	0
http://purl.obolibrary.org/obo/PR_000003714	0	0
http://purl.obolibrary.org/obo/PR_000003718	0	0
http://purl.obolibrary.org/obo/PR_000003719	0	0
http://purl.obolibrary.org/obo/PR_000003720	0	0
http://purl.obolibrary.org/obo/PR_000003721	0	0
http://purl.obolibrary.org/obo/PR_000003722	0	0
http://purl.obolibrary.org/obo/PR_000003723	0	0
http://purl.obolibrary.org/obo/PR_000003724	0	0
http://purl.obolibrary.org/obo/PR_000003726	0	0
http://purl.obolibrary.org/obo/PR_000003732	0	0
http://purl.obolibrary.org/obo/PR_000003738	0	0
http://purl.obolibrary.org/obo/PR_000003739	0	0
http://purl.obolibrary.org/obo/PR_000003748	0	0
http://purl.obolibrary.org/obo/PR_000003749	0	0
http://purl.obolibrary.org/obo/PR_000003762	0	0
http://purl.obolibrary.org/obo/PR_000003764	0	0
http://purl.obolibrary.org/obo/PR_000003767	0	0
http://purl.obolibrary.org/obo/PR_000003768	0	0
http://purl.obolibrary.org/obo/PR_000003769	0	0
http://purl.obolibrary.org/obo/PR_000003770	0	0
http://purl.obolibrary.org/obo/PR_000003771	0	0
http://purl.obolibrary.org/obo/PR_000003772	0	0
http://purl.obolibrary.org/obo/PR_000003773	0	0
http://purl.obolibrary.org/obo/PR_000003775	0	0
http://purl.obolibrary.org/obo/PR_000003780	0	0
http://purl.obolibrary.org/obo/PR_000003782	0	0
http://purl.obolibrary.org/obo/PR_000003787	0	0
http://purl.obolibrary.org/obo/PR_000003788	0	0
http://purl.obolibrary.org/obo/PR_000003790	0	0
http://purl.obolibrary.org/obo/PR_000003793	0	0
http://purl.obolibrary.org/obo/PR_000003796	0	0
http://purl.obolibrary.org/obo/PR_000003800	0	0
http://purl.obolibrary.org/obo/PR_000003801	0	0
http://purl.obolibrary.org/obo/PR_000003803	0	0
http://purl.obolibrary.org/obo/PR_000003804	0	0
http://purl.obolibrary.org/obo/PR_000003812	0	0
http://purl.obolibrary.org/obo/PR_000003816	0	0
http://purl.obolibrary.org/obo/PR_000003817	0	0
http://purl.obolibrary.org/obo/PR_000003828	0	0
http://purl.obolibrary.org/obo/PR_000003829	0	0
http://purl.obolibrary.org/obo/PR_000003830	0	0
http://purl.obolibrary.org/obo/PR_000003844	0	0
http://purl.obolibrary.org/obo/PR_000003845	0	0
http://purl.obolibrary.org/obo/PR_000003860	0	0
http://purl.obolibrary.org/obo/PR_000003865	0	0
http://purl.obolibrary.org/obo/PR_000003867	0	0
http://purl.obolibrary.org/obo/PR_000003868	0	0
http://purl.obolibrary.org/obo/PR_000003874	0	0
http://purl.obolibrary.org/obo/PR_000003876	0	0
http://purl.obolibrary.org/obo/PR_000003898	0	0
http://purl.obolibrary.org/obo/PR_000003900	0	0
http://purl.obolibrary.org/obo/PR_000003901	0	0
http://purl.obolibrary.org/obo/PR_000003902	0	0
http://purl.obolibrary.org/obo/PR_000003903	0	0
http://purl.obolibrary.org/obo/PR_000003904	0	0
http://purl.obolibrary.org/obo/PR_000003905	0	0
http://purl.obolibrary.org/obo/PR_000003906	0	0
http://purl.obolibrary.org/obo/PR_000003907	0	0
http://purl.obolibrary.org/obo/PR_000003909	0	0
http://purl.obolibrary.org/obo/PR_000003911	0	0
http://purl.obolibrary.org/obo/PR_000003913	0	0
http://purl.obolibrary.org/obo/PR_000003915	0	0
http://purl.obolibrary.org/obo/PR_000003918	0	0
http://purl.obolibrary.org/obo/PR_000003920	0	0
http://purl.obolibrary.org/obo/PR_000003921	0	0
http://purl.obolibrary.org/obo/PR_000003922	0	0
http://purl.obolibrary.org/obo/PR_000003923	0	0
http://purl.obolibrary.org/obo/PR_000003925	0	0
http://purl.obolibrary.org/obo/PR_000003926	0	0
http://purl.obolibrary.org/obo/PR_000003929	0	0
http://purl.obolibrary.org/obo/PR_000003930	0	0
http://purl.obolibrary.org/obo/PR_000003931	0	0
http://purl.obolibrary.org/obo/PR_000003935	0	0
http://purl.obolibrary.org/obo/PR_000003936	0	0
http://purl.obolibrary.org/obo/PR_000003943	0	0
http://purl.obolibrary.org/obo/PR_000003949	0	0
http://purl.obolibrary.org/obo/PR_000003950	0	0
http://purl.obolibrary.org/obo/PR_000003960	0	0
http://purl.obolibrary.org/obo/PR_000003961	0	0
http://purl.obolibrary.org/obo/PR_000003964	0	0
http://purl.obolibrary.org/obo/PR_000003968	0	0
http://purl.obolibrary.org/obo/PR_000003969	0	0
http://purl.obolibrary.org/obo/PR_000003970	0	0
http://purl.obolibrary.org/obo/PR_000003976	0	0
http://purl.obolibrary.org/obo/PR_000003986	0	0
http://purl.obolibrary.org/obo/PR_000003995	0	0
http://purl.obolibrary.org/obo/PR_000003998	0	0
http://purl.obolibrary.org/obo/PR_000004002	0	0
http://purl.obolibrary.org/obo/PR_000004004	0	0
http://purl.obolibrary.org/obo/PR_000004005	0	0
http://purl.obolibrary.org/obo/PR_000004008	0	0
http://purl.obolibrary.org/obo/PR_000004009	0	0
http://purl.obolibrary.org/obo/PR_000004013	0	0
http://purl.obolibrary.org/obo/PR_000004019	0	0
http://purl.obolibrary.org/obo/PR_000004026	0	0
http://purl.obolibrary.org/obo/PR_000004032	0	0
http://purl.obolibrary.org/obo/PR_000004039	0	0
http://purl.obolibrary.org/obo/PR_000004040	0	0
http://purl.obolibrary.org/obo/PR_000004044	0	0
http://purl.obolibrary.org/obo/PR_000004046	0	0
http://purl.obolibrary.org/obo/PR_000004065	0	0
http://purl.obolibrary.org/obo/PR_000004068	0	0
http://purl.obolibrary.org/obo/PR_000004069	0	0
http://purl.obolibrary.org/obo/PR_000004072	0	0
http://purl.obolibrary.org/obo/PR_000004073	0	0
http://purl.obolibrary.org/obo/PR_000004074	0	0
http://purl.obolibrary.org/obo/PR_000004076	0	0
http://purl.obolibrary.org/obo/PR_000004077	0	0
http://purl.obolibrary.org/obo/PR_000004080	0	0
http://purl.obolibrary.org/obo/PR_000004081	0	0
http://purl.obolibrary.org/obo/PR_000004084	0	0
http://purl.obolibrary.org/obo/PR_000004086	0	0
http://purl.obolibrary.org/obo/PR_000004087	0	0
http://purl.obolibrary.org/obo/PR_000004088	0	0
http://purl.obolibrary.org/obo/PR_000004090	0	0
http://purl.obolibrary.org/obo/PR_000004092	0	0
http://purl.obolibrary.org/obo/PR_000004097	0	0
http://purl.obolibrary.org/obo/PR_000004100	0	0
http://purl.obolibrary.org/obo/PR_000004101	0	0
http://purl.obolibrary.org/obo/PR_000004113	0	0
http://purl.obolibrary.org/obo/PR_000004119	0	0
http://purl.obolibrary.org/obo/PR_000004124	0	0
http://purl.obolibrary.org/obo/PR_000004127	0	0
http://purl.obolibrary.org/obo/PR_000004135	0	0
http://purl.obolibrary.org/obo/PR_000004136	0	0
http://purl.obolibrary.org/obo/PR_000004137	0	0
http://purl.obolibrary.org/obo/PR_000004139	0	0
http://purl.obolibrary.org/obo/PR_000004140	0	0
http://purl.obolibrary.org/obo/PR_000004141	0	0
http://purl.obolibrary.org/obo/PR_000004142	0	0
http://purl.obolibrary.org/obo/PR_000004144	0	0
http://purl.obolibrary.org/obo/PR_000004150	0	0
http://purl.obolibrary.org/obo/PR_000004151	0	0
http://purl.obolibrary.org/obo/PR_000004152	0	0
http://purl.obolibrary.org/obo/PR_000004155	0	0
http://purl.obolibrary.org/obo/PR_000004156	0	0
http://purl.obolibrary.org/obo/PR_000004157	0	0
http://purl.obolibrary.org/obo/PR_000004159	0	0
http://purl.obolibrary.org/obo/PR_000004160	0	0
http://purl.obolibrary.org/obo/PR_000004170	0	0
http://purl.obolibrary.org/obo/PR_000004175	0	0
http://purl.obolibrary.org/obo/PR_000004176	0	0
http://purl.obolibrary.org/obo/PR_000004184	0	0
http://purl.obolibrary.org/obo/PR_000004192	0	0
http://purl.obolibrary.org/obo/PR_000004196	0	0
http://purl.obolibrary.org/obo/PR_000004198	0	0
http://purl.obolibrary.org/obo/PR_000004201	0	0
http://purl.obolibrary.org/obo/PR_000004202	0	0
http://purl.obolibrary.org/obo/PR_000004203	0	0
http://purl.obolibrary.org/obo/PR_000004204	0	0
http://purl.obolibrary.org/obo/PR_000004205	0	0
http://purl.obolibrary.org/obo/PR_000004206	0	0
http://purl.obolibrary.org/obo/PR_000004207	0	0
http://purl.obolibrary.org/obo/PR_000004212	0	0
http://purl.obolibrary.org/obo/PR_000004213	0	0
http://purl.obolibrary.org/obo/PR_000004215	0	0
http://purl.obolibrary.org/obo/PR_000004228	0	0
http://purl.obolibrary.org/obo/PR_000004230	0	0
http://purl.obolibrary.org/obo/PR_000004231	0	0
http://purl.obolibrary.org/obo/PR_000004232	0	0
http://purl.obolibrary.org/obo/PR_000004236	0	0
http://purl.obolibrary.org/obo/PR_000004238	0	0
http://purl.obolibrary.org/obo/PR_000004239	0	0
http://purl.obolibrary.org/obo/PR_000004243	0	0
http://purl.obolibrary.org/obo/PR_000004245	0	0
http://purl.obolibrary.org/obo/PR_000004246	0	0
http://purl.obolibrary.org/obo/PR_000004251	0	0
http://purl.obolibrary.org/obo/PR_000004255	0	0
http://purl.obolibrary.org/obo/PR_000004260	0	0
http://purl.obolibrary.org/obo/PR_000004262	0	0
http://purl.obolibrary.org/obo/PR_000004273	0	0
http://purl.obolibrary.org/obo/PR_000004275	0	0
http://purl.obolibrary.org/obo/PR_000004279	0	0
http://purl.obolibrary.org/obo/PR_000004282	0	0
http://purl.obolibrary.org/obo/PR_000004283	0	0
http://purl.obolibrary.org/obo/PR_000004284	0	0
http://purl.obolibrary.org/obo/PR_000004287	0	0
http://purl.obolibrary.org/obo/PR_000004288	0	0
http://purl.obolibrary.org/obo/PR_000004289	0	0
http://purl.obolibrary.org/obo/PR_000004290	0	0
http://purl.obolibrary.org/obo/PR_000004291	0	0
http://purl.obolibrary.org/obo/PR_000004293	0	0
http://purl.obolibrary.org/obo/PR_000004295	0	0
http://purl.obolibrary.org/obo/PR_000004296	0	0
http://purl.obolibrary.org/obo/PR_000004297	0	0
http://purl.obolibrary.org/obo/PR_000004298	0	0
http://purl.obolibrary.org/obo/PR_000004300	0	0
http://purl.obolibrary.org/obo/PR_000004303	0	0
http://purl.obolibrary.org/obo/PR_000004310	0	0
http://purl.obolibrary.org/obo/PR_000004311	0	0
http://purl.obolibrary.org/obo/PR_000004313	0	0
http://purl.obolibrary.org/obo/PR_000004317	0	0
http://purl.obolibrary.org/obo/PR_000004319	0	0
http://purl.obolibrary.org/obo/PR_000004330	0	0
http://purl.obolibrary.org/obo/PR_000004335	0	0
http://purl.obolibrary.org/obo/PR_000004336	0	0
http://purl.obolibrary.org/obo/PR_000004339	0	0
http://purl.obolibrary.org/obo/PR_000004340	0	0
http://purl.obolibrary.org/obo/PR_000004345	0	0
http://purl.obolibrary.org/obo/PR_000004357	0	0
http://purl.obolibrary.org/obo/PR_000004358	0	0
http://purl.obolibrary.org/obo/PR_000004359	0	0
http://purl.obolibrary.org/obo/PR_000004360	0	0
http://purl.obolibrary.org/obo/PR_000004367	0	0
http://purl.obolibrary.org/obo/PR_000004368	0	0
http://purl.obolibrary.org/obo/PR_000004370	0	0
http://purl.obolibrary.org/obo/PR_000004371	0	0
http://purl.obolibrary.org/obo/PR_000004372	0	0
http://purl.obolibrary.org/obo/PR_000004373	0	0
http://purl.obolibrary.org/obo/PR_000004375	0	0
http://purl.obolibrary.org/obo/PR_000004376	0	0
http://purl.obolibrary.org/obo/PR_000004378	0	0
http://purl.obolibrary.org/obo/PR_000004380	0	0
http://purl.obolibrary.org/obo/PR_000004382	0	0
http://purl.obolibrary.org/obo/PR_000004384	0	0
http://purl.obolibrary.org/obo/PR_000004385	0	0
http://purl.obolibrary.org/obo/PR_000004388	0	0
http://purl.obolibrary.org/obo/PR_000004392	0	0
http://purl.obolibrary.org/obo/PR_000004396	0	0
http://purl.obolibrary.org/obo/PR_000004397	0	0
http://purl.obolibrary.org/obo/PR_000004399	0	0
http://purl.obolibrary.org/obo/PR_000004401	0	0
http://purl.obolibrary.org/obo/PR_000004402	0	0
http://purl.obolibrary.org/obo/PR_000004403	0	0
http://purl.obolibrary.org/obo/PR_000004413	0	0
http://purl.obolibrary.org/obo/PR_000004414	0	0
http://purl.obolibrary.org/obo/PR_000004415	0	0
http://purl.obolibrary.org/obo/PR_000004416	0	0
http://purl.obolibrary.org/obo/PR_000004418	0	0
http://purl.obolibrary.org/obo/PR_000004423	0	0
http://purl.obolibrary.org/obo/PR_000004426	0	0
http://purl.obolibrary.org/obo/PR_000004430	0	0
http://purl.obolibrary.org/obo/PR_000004433	0	0
http://purl.obolibrary.org/obo/PR_000004440	0	0
http://purl.obolibrary.org/obo/PR_000004441	0	0
http://purl.obolibrary.org/obo/PR_000004444	0	0
http://purl.obolibrary.org/obo/PR_000004458	0	0
http://purl.obolibrary.org/obo/PR_000004461	0	0
http://purl.obolibrary.org/obo/PR_000004462	0	0
http://purl.obolibrary.org/obo/PR_000004465	0	0
http://purl.obolibrary.org/obo/PR_000004483	0	0
http://purl.obolibrary.org/obo/PR_000004484	0	0
http://purl.obolibrary.org/obo/PR_000004498	0	0
http://purl.obolibrary.org/obo/PR_000004501	0	0
http://purl.obolibrary.org/obo/PR_000004504	0	0
http://purl.obolibrary.org/obo/PR_000004507	0	0
http://purl.obolibrary.org/obo/PR_000004513	0	0
http://purl.obolibrary.org/obo/PR_000004520	0	0
http://purl.obolibrary.org/obo/PR_000004527	0	0
http://purl.obolibrary.org/obo/PR_000004528	0	0
http://purl.obolibrary.org/obo/PR_000004530	0	0
http://purl.obolibrary.org/obo/PR_000004533	0	0
http://purl.obolibrary.org/obo/PR_000004556	0	0
http://purl.obolibrary.org/obo/PR_000004583	0	0
http://purl.obolibrary.org/obo/PR_000004584	0	0
http://purl.obolibrary.org/obo/PR_000004586	0	0
http://purl.obolibrary.org/obo/PR_000004587	0	0
http://purl.obolibrary.org/obo/PR_000004588	0	0
http://purl.obolibrary.org/obo/PR_000004590	0	0
http://purl.obolibrary.org/obo/PR_000004592	0	0
http://purl.obolibrary.org/obo/PR_000004594	0	0
http://purl.obolibrary.org/obo/PR_000004596	0	0
http://purl.obolibrary.org/obo/PR_000004598	0	0
http://purl.obolibrary.org/obo/PR_000004601	0	0
http://purl.obolibrary.org/obo/PR_000004605	0	0
http://purl.obolibrary.org/obo/PR_000004606	0	0
http://purl.obolibrary.org/obo/PR_000004607	0	0
http://purl.obolibrary.org/obo/PR_000004609	0	0
http://purl.obolibrary.org/obo/PR_000004610	0	0
http://purl.obolibrary.org/obo/PR_000004611	0	0
http://purl.obolibrary.org/obo/PR_000004612	0	0
http://purl.obolibrary.org/obo/PR_000004617	0	0
http://purl.obolibrary.org/obo/PR_000004618	0	0
http://purl.obolibrary.org/obo/PR_000004619	0	0
http://purl.obolibrary.org/obo/PR_000004620	0	0
http://purl.obolibrary.org/obo/PR_000004621	0	0
http://purl.obolibrary.org/obo/PR_000004622	0	0
http://purl.obolibrary.org/obo/PR_000004623	0	0
http://purl.obolibrary.org/obo/PR_000004625	0	0
http://purl.obolibrary.org/obo/PR_000004626	0	0
http://purl.obolibrary.org/obo/PR_000004629	0	0
http://purl.obolibrary.org/obo/PR_000004630	0	0
http://purl.obolibrary.org/obo/PR_000004631	0	0
http://purl.obolibrary.org/obo/PR_000004632	0	0
http://purl.obolibrary.org/obo/PR_000004641	0	0
http://purl.obolibrary.org/obo/PR_000004642	0	0
http://purl.obolibrary.org/obo/PR_000004647	0	0
http://purl.obolibrary.org/obo/PR_000004648	0	0
http://purl.obolibrary.org/obo/PR_000004651	0	0
http://purl.obolibrary.org/obo/PR_000004654	0	0
http://purl.obolibrary.org/obo/PR_000004656	0	0
http://purl.obolibrary.org/obo/PR_000004674	0	0
http://purl.obolibrary.org/obo/PR_000004683	0	0
http://purl.obolibrary.org/obo/PR_000004684	0	0
http://purl.obolibrary.org/obo/PR_000004685	0	0
http://purl.obolibrary.org/obo/PR_000004689	0	0
http://purl.obolibrary.org/obo/PR_000004690	0	0
http://purl.obolibrary.org/obo/PR_000004693	0	0
http://purl.obolibrary.org/obo/PR_000004715	0	0
http://purl.obolibrary.org/obo/PR_000004717	0	0
http://purl.obolibrary.org/obo/PR_000004719	0	0
http://purl.obolibrary.org/obo/PR_000004726	0	0
http://purl.obolibrary.org/obo/PR_000004729	0	0
http://purl.obolibrary.org/obo/PR_000004730	0	0
http://purl.obolibrary.org/obo/PR_000004731	0	0
http://purl.obolibrary.org/obo/PR_000004743	0	0
http://purl.obolibrary.org/obo/PR_000004748	0	0
http://purl.obolibrary.org/obo/PR_000004749	0	0
http://purl.obolibrary.org/obo/PR_000004750	0	0
http://purl.obolibrary.org/obo/PR_000004751	0	0
http://purl.obolibrary.org/obo/PR_000004758	0	0
http://purl.obolibrary.org/obo/PR_000004760	0	0
http://purl.obolibrary.org/obo/PR_000004761	0	0
http://purl.obolibrary.org/obo/PR_000004762	0	0
http://purl.obolibrary.org/obo/PR_000004763	0	0
http://purl.obolibrary.org/obo/PR_000004764	0	0
http://purl.obolibrary.org/obo/PR_000004765	0	0
http://purl.obolibrary.org/obo/PR_000004766	0	0
http://purl.obolibrary.org/obo/PR_000004769	0	0
http://purl.obolibrary.org/obo/PR_000004770	0	0
http://purl.obolibrary.org/obo/PR_000004772	0	0
http://purl.obolibrary.org/obo/PR_000004774	0	0
http://purl.obolibrary.org/obo/PR_000004781	0	0
http://purl.obolibrary.org/obo/PR_000004782	0	0
http://purl.obolibrary.org/obo/PR_000004786	0	0
http://purl.obolibrary.org/obo/PR_000004787	0	0
http://purl.obolibrary.org/obo/PR_000004788	0	0
http://purl.obolibrary.org/obo/PR_000004792	0	0
http://purl.obolibrary.org/obo/PR_000004793	0	0
http://purl.obolibrary.org/obo/PR_000004798	0	0
http://purl.obolibrary.org/obo/PR_000004799	0	0
http://purl.obolibrary.org/obo/PR_000004801	0	0
http://purl.obolibrary.org/obo/PR_000004806	0	0
http://purl.obolibrary.org/obo/PR_000004807	0	0
http://purl.obolibrary.org/obo/PR_000004810	0	0
http://purl.obolibrary.org/obo/PR_000004818	0	0
http://purl.obolibrary.org/obo/PR_000004821	0	0
http://purl.obolibrary.org/obo/PR_000004822	0	0
http://purl.obolibrary.org/obo/PR_000004824	0	0
http://purl.obolibrary.org/obo/PR_000004838	0	0
http://purl.obolibrary.org/obo/PR_000004844	0	0
http://purl.obolibrary.org/obo/PR_000004845	0	0
http://purl.obolibrary.org/obo/PR_000004847	0	0
http://purl.obolibrary.org/obo/PR_000004848	0	0
http://purl.obolibrary.org/obo/PR_000004850	0	0
http://purl.obolibrary.org/obo/PR_000004851	0	0
http://purl.obolibrary.org/obo/PR_000004852	0	0
http://purl.obolibrary.org/obo/PR_000004854	0	0
http://purl.obolibrary.org/obo/PR_000004858	0	0
http://purl.obolibrary.org/obo/PR_000004866	0	0
http://purl.obolibrary.org/obo/PR_000004872	0	0
http://purl.obolibrary.org/obo/PR_000004873	0	0
http://purl.obolibrary.org/obo/PR_000004874	0	0
http://purl.obolibrary.org/obo/PR_000004879	0	0
http://purl.obolibrary.org/obo/PR_000004880	0	0
http://purl.obolibrary.org/obo/PR_000004881	0	0
http://purl.obolibrary.org/obo/PR_000004882	0	0
http://purl.obolibrary.org/obo/PR_000004883	0	0
http://purl.obolibrary.org/obo/PR_000004885	0	0
http://purl.obolibrary.org/obo/PR_000004886	0	0
http://purl.obolibrary.org/obo/PR_000004887	0	0
http://purl.obolibrary.org/obo/PR_000004891	0	0
http://purl.obolibrary.org/obo/PR_000004893	0	0
http://purl.obolibrary.org/obo/PR_000004901	0	0
http://purl.obolibrary.org/obo/PR_000004902	0	0
http://purl.obolibrary.org/obo/PR_000004910	0	0
http://purl.obolibrary.org/obo/PR_000004915	0	0
http://purl.obolibrary.org/obo/PR_000004921	0	0
http://purl.obolibrary.org/obo/PR_000004922	0	0
http://purl.obolibrary.org/obo/PR_000004925	0	0
http://purl.obolibrary.org/obo/PR_000004927	0	0
http://purl.obolibrary.org/obo/PR_000004928	0	0
http://purl.obolibrary.org/obo/PR_000004932	0	0
http://purl.obolibrary.org/obo/PR_000004934	0	0
http://purl.obolibrary.org/obo/PR_000004937	0	0
http://purl.obolibrary.org/obo/PR_000004938	0	0
http://purl.obolibrary.org/obo/PR_000004944	0	0
http://purl.obolibrary.org/obo/PR_000004948	0	0
http://purl.obolibrary.org/obo/PR_000004949	0	0
http://purl.obolibrary.org/obo/PR_000004958	0	0
http://purl.obolibrary.org/obo/PR_000004961	0	0
http://purl.obolibrary.org/obo/PR_000004965	0	0
http://purl.obolibrary.org/obo/PR_000004967	0	0
http://purl.obolibrary.org/obo/PR_000004968	0	0
http://purl.obolibrary.org/obo/PR_000004969	0	0
http://purl.obolibrary.org/obo/PR_000004971	0	0
http://purl.obolibrary.org/obo/PR_000004972	0	0
http://purl.obolibrary.org/obo/PR_000004974	0	0
http://purl.obolibrary.org/obo/PR_000004983	0	0
http://purl.obolibrary.org/obo/PR_000004987	0	0
http://purl.obolibrary.org/obo/PR_000004992	0	0
http://purl.obolibrary.org/obo/PR_000004993	0	0
http://purl.obolibrary.org/obo/PR_000004997	0	0
http://purl.obolibrary.org/obo/PR_000005002	0	0
http://purl.obolibrary.org/obo/PR_000005004	0	0
http://purl.obolibrary.org/obo/PR_000005005	0	0
http://purl.obolibrary.org/obo/PR_000005013	0	0
http://purl.obolibrary.org/obo/PR_000005015	0	0
http://purl.obolibrary.org/obo/PR_000005016	0	0
http://purl.obolibrary.org/obo/PR_000005021	0	0
http://purl.obolibrary.org/obo/PR_000005022	0	0
http://purl.obolibrary.org/obo/PR_000005023	0	0
http://purl.obolibrary.org/obo/PR_000005026	0	0
http://purl.obolibrary.org/obo/PR_000005028	0	0
http://purl.obolibrary.org/obo/PR_000005032	0	0
http://purl.obolibrary.org/obo/PR_000005037	0	0
http://purl.obolibrary.org/obo/PR_000005038	0	0
http://purl.obolibrary.org/obo/PR_000005041	0	0
http://purl.obolibrary.org/obo/PR_000005042	0	0
http://purl.obolibrary.org/obo/PR_000005045	0	0
http://purl.obolibrary.org/obo/PR_000005046	0	0
http://purl.obolibrary.org/obo/PR_000005049	0	0
http://purl.obolibrary.org/obo/PR_000005051	0	0
http://purl.obolibrary.org/obo/PR_000005056	0	0
http://purl.obolibrary.org/obo/PR_000005057	0	0
http://purl.obolibrary.org/obo/PR_000005059	0	0
http://purl.obolibrary.org/obo/PR_000005064	0	0
http://purl.obolibrary.org/obo/PR_000005065	0	0
http://purl.obolibrary.org/obo/PR_000005069	0	0
http://purl.obolibrary.org/obo/PR_000005070	0	0
http://purl.obolibrary.org/obo/PR_000005072	0	0
http://purl.obolibrary.org/obo/PR_000005074	0	0
http://purl.obolibrary.org/obo/PR_000005075	0	0
http://purl.obolibrary.org/obo/PR_000005077	0	0
http://purl.obolibrary.org/obo/PR_000005078	0	0
http://purl.obolibrary.org/obo/PR_000005079	0	0
http://purl.obolibrary.org/obo/PR_000005080	0	0
http://purl.obolibrary.org/obo/PR_000005081	0	0
http://purl.obolibrary.org/obo/PR_000005082	0	0
http://purl.obolibrary.org/obo/PR_000005083	0	0
http://purl.obolibrary.org/obo/PR_000005084	0	0
http://purl.obolibrary.org/obo/PR_000005088	0	0
http://purl.obolibrary.org/obo/PR_000005097	0	0
http://purl.obolibrary.org/obo/PR_000005098	0	0
http://purl.obolibrary.org/obo/PR_000005099	0	0
http://purl.obolibrary.org/obo/PR_000005100	0	0
http://purl.obolibrary.org/obo/PR_000005102	0	0
http://purl.obolibrary.org/obo/PR_000005110	0	0
http://purl.obolibrary.org/obo/PR_000005113	0	0
http://purl.obolibrary.org/obo/PR_000005114	0	0
http://purl.obolibrary.org/obo/PR_000005115	0	0
